,text,label
2824,conversely good guy and egalitarian,1
2825,yeah like but not annoying as bitch support but dont bitch,1
2826,ebhgjhbgjbejfb saw ach websingle xxxix marylandunempins and like bitch named mary landunem stole money,1
2827,night stand line jay mad eh fuck pull hoe stunt without,1
2828,never coon grew bookoo coon tho but never coon shit tho,1
2829,thousand church temple synagogs destroyed muslim bigot worry one muslim,1
2830,thats saying need pay thats that king free promotion ungrateful as people,1
2831,never seen ignorant illiterate piece shit life bring natl guard amp disperse trash,1
2832,made observation lately lot woman really struggle parallel parking,1
2833,fucked fucking retard condemning ray rice yet supporting chris brown woman abuser logical,1
2834,patera bottom bitch,1
2835,real shit love eating pussy,1
2836,fingering eating pussy time good,1
2837,coming bitch,1
2838,flavaaaaa ear hoe live low,1
2839,raunchy as pussy action sakurako offering hole use help eye,1
2840,fuck dude talk shit friend beat as bitch,1
2841,pussy,1
2842,see bitch fake leg bout come omao kinda bad doe pole,1
2843,twitter night always want unprotected sex nothing as bitch nah,1
2844,lonely as bitch sure give lot relationship advice,1
2845,don let power dollar turn hoe,1
2846,aint hit bitch aint hit bitch lie thats petty bullshit,1
2847,never get don know cook man least not nigua like slacken as bitch,1
2848,bet fuck bitch tho,1
2849,shut tatie and wiki,1
2850,hoe hoe nothing but something guy dispose,1
2851,relationship idea girl trash love life,1
2852,don care leakage fuck person sitting next coach actually care,1
2853,and yet somehow thrive without ignorant laughter call sexist but not find woman funny,1
2854,goodnight bitch lisp,1
2855,unrelated highlander also prefer fletch life first reason funnier bottom line,1
2856,heard mom annoyed bitch fuck expect slept long and hungry bye felicia,1
2857,hate bitch post picture cute bitch and don tag low key selfish fuck,1
2858,asian pussy,1
2859,mean nigger shot ill give let nigua smell pussy and don smell like shit,1
2860,org fuck bitch,1
2861,party last night and go bro nigh got chuck chitlin and dancing bitch,1
2862,think hoe would tell all shit lazy trypa switch shit,1
2863,one thing love relationship understanding don like cute shit cute bird,1
2864,mexican bitch wanna speak fucking language amp give attitude speak right as,1
2865,hurry nigua last key dont no fiberglass safe get bitch need glass key,1
2866,ever piece pussy man mind like money,1
2867,didn imagine get away bitch climax scene parodied,1
2868,fuck right pussy,1
2869,low everyone ill bitch,1
2870,islamic community proven violent lunatic been,1
2871,list lie and baloney presenting zero quran and hadith,1
2872,forget anti jewish bigotry explain tamas beheading gay and honor killing woman,1
2873,pretend know talking time,1
2874,far palala gay apparel day data yuletide carol lata labium,1
2875,fuck rocket and everything get howard bitch as signed bitter laker fan low,1
2876,bitch praying day leave nigua,1
2877,become president everybody lockdown gonna run bitch like penitentiary,1
2878,dude work pussy,1
2879,bros tune antres role previewed today min game best damn sport show podcast,1
2880,chill tweet don like bitch wit short hair mention gon full hak,1
2881,good girl worth hoe,1
2882,heaven forbid man find woman visually appealing horror grow,1
2883,bitch wish keep dreaming,1
2884,wrong omao bitch literally tried swallow someone movie,1
2885,kinda hoping rich and famous,1
2886,babbling like every muslim conspiracy idiot cia created isi utterly stupid and without evidence blocked,1
2887,like one retarded fucking beaner and stupid as,1
2888,bitch hit mall looking new clothes need hit gym escalator not cutting,1
2889,find hilarious austin say swag witch instead swag bitch omao,1
2890,smashed bottle buzz head cunt,1
2891,world free suck free would and nigh left,1
2892,sell pussy,1
2893,night captain obvious as tweet treat woman and lonely low self esteem hoe,1
2894,know whole thing best troll ever,1
2895,highly doubt real woman polly fat as man fucking care let,1
2896,call grow live long sorry parent poor skill got old bitch,1
2897,horrible invader him trash,1
2898,ouh got spider pussy,1
2899,rooster larry bitch,1
2900,kiss eye open watch bitch omao,1
2901,already retarded,1
2902,hush bitch,1
2903,bitch weird know much,1
2904,chorus still upshot tho walk teacher test drop test bitch cohead vgdssgi,1
2905,let pick dat bitch dollar low hm brood,1
2906,bitch fuck get mention maleo,1
2907,merry christmas bitch and hoe,1
2908,and ever need shoulder cry won u fuck bitch shit,1
2909,blunt head fuck fed eat pussy till tongue red,1
2910,love bad bitch fucking problem,1
2911,night talk bitch day,1
2912,niggun wtv,1
2913,bitch shoot ball paint ole hobby finding as,1
2914,loser episode lot cry,1
2915,far today every time try load article blaze twitter site crash wtv helibus cunt,1
2916,catch girl hoe shit behind back rwd,1
2917,not sexist but never vote woman president not think woman mentally stable enough maybe,1
2918,low org call sexist but not respect anything girl say football sport low,1
2919,not sexist but men not tweet iron crease shirt not tweet loose game no,1
2920,,1
2921,zerda bitch low pm,1
2922,got basic amp hoe loved made focal audience,1
2923,don respect money respect real wicca,1
2924,bitch jus love get made,1
2925,damn fine snow gone thank god,1
2926,swear saw bitch jump girl,1
2927,realize got hoe vav,1
2928,phone dead fag man,1
2929,guy and day act like don care pussy easy but not thing matter,1
2930,blow,1
2931,sweet become cooler book someone said earlier today kick as,1
2932,rotta ck night twitter really talking like bitch,1
2933,don love hoe,1
2934,faggot,1
2935,back bitch,1
2936,child lack depth analysis not want listen girl announcer watching iowa game,1
2937,sick coon antic accuracy henny water,1
2938,suck man,1
2939,pay stop ill bitch gap damn shut fuck,1
2940,fuck wrong call usself man call girl bitch fucking loser bro,1
2941,issue female host sport broadcast variation tone voice,1
2942,nominate cuz thee best damn troll got,1
2943,drop song together bitch never run quote witdiigcye,1
2944,one friend greet insult nigger,1
2945,stop fucking take somewhere type bitch get baby cooked type chick,1
2946,whitey,1
2947,thanks admitting murderer and check map theory,1
2948,really got coon dreaming,1
2949,real vampire nigger,1
2950,kept getting caught said fuck life short and wanna sing key fool,1
2951,call sexist guess but not female commentator wanted watch but watching instead,1
2952,call dat bitch wtgrz,1
2953,wasn born lashlight know thesis hoe ain right,1
2954,low think probs people not tow main stream line muslim yzdjhnfqen,1
2955,yeah bitch life suck everyone equal opportunity lose shirt divorce court,1
2956,wow stupid bitch,1
2957,way way one and not arrive male privilege lmpvpjvsyx,1
2958,dear non existent boyfriend yiyhewox,1
2959,know fuck jew boy money,1
2960,swear hate somewhere and woman catch lubberland clearly say kappa alpha psi and ask kappa yes bitch low,1
2961,bitch wanna beef night grow get priority straight,1
2962,little bitch general fug seattle,1
2963,swag fag hibernating great america and christmas park closed,1
2964,hate islam religion based hatred and jihad tfxhw,1
2965,bitch,1
2966,million muslim extremist,1
2967,bitch made nigger,1
2968,hate interject but can digit like winger dat wanna fucked colored,1
2969,lmaoooo white people omao filth say come get pussy,1
2970,fucking wigger soft,1
2971,shut faggot and ra need make album together ra fell didn cont army,1
2972,not flushed cup chance would inclined argue,1
2973,aware woman not fewer legal right men,1
2974,waka flaky lucky retard low,1
2975,know call life bitch cuz don use lube nothing stick big ole cock as and fuck raw,1
2976,retard never going fight ma,1
2977,pussy see whisker,1
2978,gotta least call bitch low,1
2979,on jones lost respect turned fight like bitch hope loses next fight,1
2980,omao seen coming fat bitch need love craig,1
2981,yea bitch crazy,1
2982,kat one nasty bitch,1
2983,stop using bitch often everyday conversation,1
2984,gotta question sicca standing next cut,1
2985,call sexist but preferred cod without stupid chick,1
2986,don send nude bitch wit trash nude,1
2987,remember nephew yucas cry and dan saying quit pussy and grow pair something dans funny,1
2988,quite right withdraw aggressive commenting fuck ton widely used,1
2989,still hate bitch miserable hoe,1
2990,whoa nice impression reline,1
2991,man aunt petunia royal bitch,1
2992,suck plan get back together done,1
2993,something don bitch always remember,1
2994,damned nigua wife hood hoe,1
2995,umma little brother as and dare judge,1
2996,twitter week and shy make loser low low low,1
2997,bush took time many vacation republican teabaggers puss wah,1
2998,sick fuck shit bird,1
2999,especially since rick and andrew banging comic but bitch died already,1
3000,and look mo cause wearing like black and shit and chain hanging need guylines,1
3001,wow suck merry christmas and honey wow celebrating first one,1
3002,damn thats crazy early wont hit city til non bullying but block spot,1
3003,not sexist anything but want take brick and break every tooth girl mouth reason,1
3004,yelled damn reek weed really stoner fag didn tip cop walking haha bitch,1
3005,girl care guy www hoe,1
3006,whole karmathian pregnant french montana guess put work and popped pussy omao,1
3007,never watch show even read list invariably piss,1
3008,hate bitch twirk slow song,1
3009,pussy pussy nasty as nigua hope get aid bit harsh rethink statement,1
3010,cocky yea bitch cocky,1
3011,ink went school like week ago and bitch gave paper and shit telling class paid and,1
3012,fag,1
3013,hop hoe come,1
3014,still talking bitch bet none biz tho,1
3015,man rly suck positive work bright dude pretty cool don say,1
3016,far nspcpi asserts cair called islamophobe would say guilty fuck pas bacon bitch,1
3017,fuck pussy,1
3018,watch trust try hit hank break play lac pussy attempt pussy,1
3019,dad side family ghetto mom side family prim and proper haha,1
3020,pussy love speak tongue,1
3021,girl really made hoe fool twitter,1
3022,cheap hair cheap dress cheap shoe tacky as little bitch,1
3023,ain sharing bitch mine mine,1
3024,slapping hoe th solve something ma leave alone never usually listen,1
3025,weak bitch listen cruel hand singer fell face last night,1
3026,and bitch break and start low another nigua gone good brush,1
3027,call sexist but woman hockey not sound right,1
3028,saw name far fat bastard,1
3029,hate stuck bitch likened soft ain shit special,1
3030,girl watch hoe always something say bout man main one trying fuck behind back,1
3031,woman play best and men best tennis not sexist but sport woman not,1
3032,retard chanting usa dallas game kansa usa,1
3033,freak hoe,1
3034,hate tell but get worse and office want jump window,1
3035,bitch not cute photogenic,1
3036,learned great asia torte take note bitch,1
3037,gutta typing like retard make person look dumber pretending agree gazing,1
3038,trying resist urge smack bitch cab,1
3039,never argue bitch bottom food chain,1
3040,drake singing shit bitch would buy nut omao nobody even remembers album,1
3041,pussy boa,1
3042,everyone estimated umm bitch came second last like literally survived not win god,1
3043,hoe not deal fried chicken,1
3044,talking hate men and done penis but get manly looking chick us strap bitch soft,1
3045,man action great work daniel don forget record fat loss seminar,1
3046,burnt tho jus like sicca,1
3047,damn girl pussy talking keeled nigua,1
3048,pau hoe gon play trade deadline,1
3049,get volcano yet faggot,1
3050,twitter folk folk mad someone call nigger,1
3051,bitch,1
3052,fuck andre stripper low coming home,1
3053,choke bitch,1
3054,wow suck,1
3055,ion trust bitch,1
3056,real name sean get ghetto as name,1
3057,wow huge asshole not sexist but woman football paralympics,1
3058,find waldo escape bitch vi xreffed,1
3059,proving muslim liar muslim student u hadith database,1
3060,karma kat,1
3061,know fuck bitch and didnt react girl and,1
3062,not amp not fuck thesis dawn as hoe,1
3063,popped molly every day last year,1
3064,bad bitch,1
3065,indiana biggah tell muhhfuckin grammar swear got hoe like santa,1
3066,girl even pas test cook contest,1
3067,don hate though much product make weekend wish tuesday,1
3068,fuck mickey gave cooky big mac box nwxpqxhnf,1
3069,whatchy know bout living ghetto eating cottage cheese time day ill salt ill seppa ill ill barbeeequeee,1
3070,guy amazing writer regarding ytokdpaiga lmwvaegs,1
3071,chick always getting wit bitch gotta tell shit ain fly and costly,1
3072,damn twice cool but damn bitch wtdcshx,1
3073,oz fgdvpr bitch gotta die death foh,1
3074,need bitch top till get sleepy,1
3075,stupid bitch church didn give fucking bb sauce gotta eat dry as chicken strip,1
3076,whats sad bebop fan probs low realize misquoted,1
3077,prophet islam made living robbing caravan course isi make money stealing,1
3078,bitch stop calling but balled,1
3079,brush finally roll like redneck drug dealer,1
3080,soft faggot clip holy fucking titty shit,1
3081,trust dog dont even focus female focused got time broad opposite sex fuck person head,1
3082,not sexist but hate female rapper,1
3083,dont een trypa disrespectful say bitch term like brush son,1
3084,fucking pissed shit,1
3085,logic hoe single nobody tell right right,1
3086,lady not hoe fucked first night don let lonely bitch lie,1
3087,cocky bitch front teeth stick sucking thumb,1
3088,cute japanese teen get tight pussy fucked sucking cock aylkdsnksc,1
3089,low nigua look like combo trash house amp trash dump,1
3090,nice meme fag part mythology and making female thor retarded try car,1
3091,holy fuck thank hate bitch fuck boyfriend back back like damn call peace pipe,1
3092,all crazy hoe need jesus low,1
3093,bitch dont talk like bro,1
3094,liberal gay atheist republican fund raiser jump,1
3095,work naked hoe and alcohol,1
3096,using retarded kid suicide bomber nothing new ramada rolled one wheelchair,1
3097,lose ovo follower every year bitch unfollowed hold going home rant hoe them hoe anthem,1
3098,made test bitch,1
3099,let beat build bitch,1
3100,might poe foi think quote could not verified,1
3101,gonna make math test bitch tomorrow,1
3102,bad bitch town keep trill know fuck aroundddd,1
3103,always get colored folk back cage wit pfc,1
3104,trust nonheme bitch don,1
3105,dyke,1
3106,pussy ain conchie since,1
3107,not trust isi shia militia want force sick religion people,1
3108,kat fight hard but not way win pathetic,1
3109,new york bitch like mafoo,1
3110,lot people see america zijahzi,1
3111,fuck stand dizzy bitch two unique amp separate phrase overheard relative saying younger,1
3112,typical hoe costume cat nurse bunny police officer,1
3113,got limbo door seater hoe yokohama vogue man bitch beautiful,1
3114,brush never seen many ugly bitch one picture tmh yeggs nuda,1
3115,shut mouth little fucking bitch,1
3116,ion like cause talk much real butt ugly as dumb young as,1
3117,ego big must admit got every reason feel like bitch,1
3118,suck as,1
3119,dear whore don tell dance dancing open leg and shake as like video shitty rap,1
3120,wife taste like sweet butter,1
3121,coming work today know gay day and wasn sure gay running late,1
3122,damn phone seven seeeveeeennn,1
3123,auburns hoe,1
3124,man fuck bitch oixhg wtv,1
3125,hoe tripping bout,1
3126,seems attn whore comment,1
3127,ain light skin nigua even colored omao,1
3128,talk girl paid sew show least got type bos bitch low with,1
3129,thing hate waking early,1
3130,matching gram wit fam bitch,1
3131,omao whore life bad day better good day ever fuck day bitch haha,1
3132,see specifically left reverse argument made hollywood drawing power difference etc,1
3133,bitch ungrateful bgwbx lulwhore,1
3134,and not count common crime muslim state,1
3135,fuck takeoff nigua get bitch and snap,1
3136,big boob as as big boob big boob and big as ugly face big boob big as pretty face hoe,1
3137,polo levi jordan snapback look face still don get pussy priceless,1
3138,jimmykimmel asshole,1
3139,know people ghetto leave plastic shit v,1
3140,many gulf state like saudi zero minority left due islamic bigotry and apartheid,1
3141,need ran the and the homie rocking cool need free shit hoe,1
3142,protection racket except nobody actually guarantee brand safety movement,1
3143,made homemade chili and cornbread dinner and watching supernatural fave boy happy saturday bitch,1
3144,yah think lose fat shoveling but guess eating brownie done negates something hah,1
3145,flex smith saw career leave fumble and reeled bitch back everything,1
3146,promo bimbo certainly annoying but kat and andre seem like truly objectionable people gross,1
3147,white people use word cunt told really taking,1
3148,know right but wasting time thinking till start day retarded,1
3149,lot cool bitch nigua went school major hoe and man don know,1
3150,cant stand sicca pillow talk bitch,1
3151,bae talk hoe wjfjmsf,1
3152,feel like got bitch slapped karma,1
3153,somebody posted link source story feminist aborted baby boy,1
3154,sweet and innocent schoolgirl minimi osaka pussy eaten dnxblkrq,1
3155,twitter game point tonight bow guy haven caught full retard,1
3156,bitch slapped cousin,1
3157,bitch always bitching clearly care annoying bitch,1
3158,shut fuck stupid gipsy unarmed man shot back stupid goatsucker,1
3159,wtv bitch busy ban,1
3160,fair read hate hate bad working worst sleep ever sorry,1
3161,bad bitch hate broke nigger,1
3162,not sexist but not woman presenting mood fuck get gary back,1
3163,bitch,1
3164,good bad hurt unprotected right,1
3165,anybody team permission fuck bitch,1
3166,but need bad bitch hotter might realist shit partynextdoor ever said feeling everyday,1
3167,everybody still talebook ghetto pregnant id,1
3168,biggah,1
3169,man fuck bitch as night down,1
3170,keep repeating and believing brain dead fairy tale and follow prophet medical advice leg,1
3171,keep never fucked squirter bitch,1
3172,every bitch love bank account overdraft,1
3173,nigua didn change all hoe trypa shoot know shoot,1
3174,saudi cleric sun revolves around earth understand madrassa graduate skill but jihad,1
3175,cuz hoe fair exchange all sex dude buy bag pay rent whats,1
3176,nothing like woman pink tipoff not angrily reject femininity like ahem well know,1
3177,point jealous cuz dee hoe everybody bucketsproverbs huh hbkywy,1
3178,islam hadith tell hand use wipe as zero room individualism,1
3179,used think bitch bad but not moe,1
3180,mine obvious people na hit cause obviously attractive but flirt back problem bitch,1
3181,don know hoe le don know congregate,1
3182,clock hit clock umma need baddest lightest amp brightest hoe door give,1
3183,need new bitch,1
3184,need as whipped whip house nigger remember always nigger,1
3185,theellenshow kamalaharris ellen almost big asshole harris,1
3186,teacher aid try acting like teacher bitch please,1
3187,googled number and found hoe,1
3188,son bitch,1
3189,damn bitch nosey please don touch phone please,1
3190,hanging corner late pocket wasn straight bitch ain gon make rate dawn know saying,1
3191,arent bitch,1
3192,bitch might aesthetic cyopcv,1
3193,not illiterate baby rapist like and prophet,1
3194,ever offended sorry sensitive ill bitch,1
3195,bitch sneeze close year,1
3196,shut fuck and quit pussy taharah,1
3197,talking bout wanna human and like bitch whet,1
3198,prophet mohammed not bother help poor convert but rather converted point sword,1
3199,scandinavian people not displaced jew displaced muslim,1
3200,side bitch winning son,1
3201,slide hoe like,1
3202,bitch kirri kirri kirri kirri kirri,1
3203,biggah biggah,1
3204,men not human deserve,1
3205,fur chill shit hoe real quick,1
3206,get nasty as snapshot bitch,1
3207,want slap smirk kat face know know stand line,1
3208,broke nigua gonna settle broke bitch,1
3209,bitch,1
3210,like wouldn fag,1
3211,wish would stop lazy and little rebellious come indy bitch sitz miss,1
3212,make woman sorry lady not watch one favorite childhood movie destroyed,1
3213,fuck gap bitch lot smarter,1
3214,shut coon,1
3215,pussy pussy,1
3216,come tank break dem hoe back,1
3217,better feel love don even show hoe love low,1
3218,get fuck internet and get back playing easy bake oven stupid parent buying brat phone,1
3219,wonder bitch dead yet,1
3220,know head good feel like pussy stuffed throat,1
3221,call sexist but female rapping automatically dislike song,1
3222,hate girl think really hot get different person every week really,1
3223,wanna get filthy rich amp nice big house full bad bitch could fuck anytime want,1
3224,next door pakistan muslim still murder christian and hindu regularly,1
3225,pussy am pew,1
3226,bitch lui throwing bread crumb ground and complain pigeon come flocking towards,1
3227,ain stressing hoe know dat,1
3228,islamic organization sil forcing christian people remaining moul attend session koran conservation,1
3229,de hoe wishy washy,1
3230,fucking chink clash clan always fuck bitch as kamikaze faggot,1
3231,don know but bra doobie brother member michael mcdonald say come tranny,1
3232,holy shit fuck band,1
3233,said aint tricking hoe le foolish,1
3234,cruising street joskin bitch slapping hoe,1
3235,remember african bitch used work mi,1
3236,bitch wit hell face tat female duddy,1
3237,girl ruthless tmh fou,1
3238,shouldn club done club and saw bitch reject dance man,1
3239,marine water ultimate low collection via couture,1
3240,shut mosquito looking as hoped bitch,1
3241,let test ckdwbywq,1
3242,like woman tell want without sounding like bossy demanding bitch art sexy,1
3243,eff yeah give and slap as,1
3244,waka said suck dragon ball bitch call koku,1
3245,simply can deal confrontation back away cunt get nasty towards changed lot past year th,1
3246,fucking coon boxer,1
3247,professor said hoe and said butt hurt bos,1
3248,me tyers regains form forget ever existed armit and lemieux great asset,1
3249,kat fucking cunt,1
3250,idgah someone having cure let bitch burn,1
3251,boney little hoe smile day dcxdftjsjt funny,1
3252,ma bitch low,1
3253,yeah hoe as nigua,1
3254,keep damn hand claimed first,1
3255,kat saying smile wiped face karma bitch and,1
3256,lied hurt like bitch and bruise arm would suggest don low,1
3257,trypa fuck bitch game nah,1
3258,english amp israel really thinking ahead sent baghdad islamic religious school,1
3259,might hoe stroll joke aside de loaf dress like jerome,1
3260,thing islam came conquered people and came spite islam not,1
3261,always wanted bull dog hoe clean fuck pit,1
3262,glass make cunt look fat pgsvqt,1
3263,hate hoe,1
3264,not saying woman cant great leader weak fact incredibly decent,1
3265,old bitch love garden,1
3266,band white trash and white trash would buy album,1
3267,find big butt bitch somewhere and get nut kissed,1
3268,honor fucking retard fuck like,1
3269,either murdering scum win murdering sexist genocidal islamism scum win either way scum win,1
3270,and woman not give damn call sexist whatever but really not give damn woman sport,1
3271,bitch get job first,1
3272,retard dont think,1
3273,boy downflow wicca ashamed,1
3274,low gotta let hoe know pow pow aint want,1
3275,girl talk sex social medium hoe,1
3276,ain got pussy weed bitch suck dick diet,1
3277,son bitch,1
3278,love sweet girl sweet pussy jprbhuxfdp,1
3279,slaw as team time start dat bitch ovum,1
3280,honestly enough bad bitch universe everyone not including dyke,1
3281,hoe talking man not problem fact hoe feel welcomed reflects act beri,1
3282,jacob like soft bitch,1
3283,bitch ain shit but hoe trick,1
3284,tell got good pussy but never try hit mean,1
3285,ranch dressing pizza wtv pineapple bad enough monster,1
3286,and dish best represents girl big deconstructed tart,1
3287,not hoe cuz not attainable bro,1
3288,sup nappy headed hoe got quiet,1
3289,wilga ran gosling knocked eve mended swag man fuck,1
3290,know truth million citizen earth murdered scum shouting allah kbar,1
3291,assuming would look something like bitch slap and dickpunch,1
3292,let hoe as falcon get steven jackson and pick,1
3293,follow fag birthday today,1
3294,yeah bad but hoe,1
3295,complaining thirst trap model dress like as and soft don make hoe wtv,1
3296,jerry cowboy problem won hire real coach cuz credit wouldn poster child attn whore,1
3297,duncanville girl cold den hoe,1
3298,omao nigua beethoven bitch,1
3299,doubt cause bitch aint nothing but nigua downfall,1
3300,suck use phone,1
3301,dragging mature as bed night hat girlie woot,1
3302,checked watch bitch said sometimes,1
3303,don get bitch as killed new atlanta baby,1
3304,ticket hoe lac abo,1
3305,trip acid not bitch,1
3306,damn skippy dead non bullying time,1
3307,half hoe still got nut baby hair shut yyfcnfqzpc,1
3308,but don ck broke bitch,1
3309,not sexist but woman scored great goal not mean woman football good,1
3310,hoe still known,1
3311,broke outta biggah stopped played defense and,1
3312,rather girl clingy hoe,1
3313,hoe thinking bad even tell bitch calm average,1
3314,real bitch,1
3315,ill bitch released exclusive shower photo night,1
3316,bitch know youre trying find website kidding low,1
3317,pussy wet call fiji water,1
3318,bitch attractive,1
3319,don buy pussy cuz free bitch buy lac,1
3320,lmaooooooo record scratch damn twitter famous bitch he stripping burn day,1
3321,get twirk thickest bitch room efs,1
3322,swear god log later posting score every social network bitch as nigua,1
3323,drupal suck,1
3324,worshipper pedophile prophet room call anyone riggot since islam religion hate and bigotry,1
3325,get eye cancer reading many michael douglas pussy juice throat cancer joke,1
3326,fucked grade yeah bitch want fight dawn as,1
3327,still bitch got one wrong woman fan livid,1
3328,wouldn say gay cool,1
3329,unfollowed think shit and use follow train gain and upfollow cause pussy,1
3330,lana ain suttin fuck bitch dawn,1
3331,hope got wanted bitch,1
3332,milk march trypa find man bitch see,1
3333,bad brigade not liberate anyone simply different flavor islamofascists,1
3334,tell hater said fuck tell bitch said fuck,1
3335,low conspiracy theory like sure not madrassa graduate,1
3336,bleb getting fucked right pussy,1
3337,thirsty hoe low,1
3338,low bitch trypa chill like no mother auxin dory hoe touched butt,1
3339,drank take peek closet fianca push back,1
3340,defending prophet mohammed and murderer sexist imperialist and bigot,1
3341,unlike hilariously ignorant and not spell racist sorry but girl rly unfunny,1
3342,blow bubble whistle basically retarded,1
3343,run pussy,1
3344,bitch backed car twice not but time,1
3345,finger throbbing pussy slowly cum face,1
3346,many time kate middletone showed aqzblh wb,1
3347,kinda pathetic bitch bc amp acting childish,1
3348,sea freckle pussy,1
3349,finger throbbing pussy,1
3350,fag,1
3351,foggy hell look like damn seattle,1
3352,hoe know dude hit kim hoe week,1
3353,any nigua pussy not letting dat muafucka breathe,1
3354,tell business bitch trust,1
3355,pussy whipped,1
3356,ain got hoe,1
3357,sniff fhhbbrmybn perved scally lad fuck yeah,1
3358,life must ask chosen one basic bitch,1
3359,loyalty not dead to don marginalize bitch,1
3360,bitch wretched weiners want,1
3361,making every bitch feel important,1
3362,call sexist but not watch oints cause main character woman,1
3363,knocking dent dis big bitch fwom everywhere whom,1
3364,bitch merry christmas,1
3365,yeah annoying job call sexist but woman football commentator annoy much never shut,1
3366,haha bitch really tho good catch pretty fun last time chilled,1
3367,word ill debbie bitch,1
3368,zero lie westerner create come quran and hadith,1
3369,dumb bitch one thing never become extinct,1
3370,tell hoe gotta go one day,1
3371,got night got bitch,1
3372,bitch said lord rock,1
3373,cunt brandon don cunt,1
3374,wait disgusting act misandrist tattoo misogyny hahahaha,1
3375,woman not football announcer,1
3376,bitch zoozoo kim mine dreaming,1
3377,swear anon fag protest take picture post twitter look like,1
3378,especially gay cowboy,1
3379,dead hoe pykjhqbp ink felt like flaming low,1
3380,hotel town whore bed riding boy treated like shit and freaky cop walk room,1
3381,isn way file tax gay way,1
3382,giving trailer park trash bbmhaphrd,1
3383,it amp take mic amp say fuck right pussy voc,1
3384,stand fag bitch like fusc get amp make money,1
3385,niggun never play football,1
3386,idea,1
3387,bitch low,1
3388,thirsty white basic as bitch still talking to,1
3389,love fat hoe tight clothes granny panty seeeexxaaaay,1
3390,org two monkey twin never call another girl ugly got thicker mustache,1
3391,omao typical nig nog bomb got pic,1
3392,dropped hoe hold let pick bitch back nigua sneaking and gerkin,1
3393,know men and marry baby saudi wry ipm,1
3394,fucking half breed dog stop acting,1
3395,yeah chris brown definitely realest waffle cone colored nigua time bullshit song exactly feeling,1
3396,know hoe wishy washy,1
3397,girlfriend telling people sell pill and coke between bitch durant,1
3398,dont call sexist prejudice female different sensitive mindset make think eve,1
3399,hoe as nigua hoe as nigua,1
3400,bad bitch thing like,1
3401,call one thousand number people muslim murder every day,1
3402,bitch done blew high,1
3403,money come muslim around world want caliphate and domination islam force,1
3404,not hear abhorrent display sexism good wife tragic ywca wolf,1
3405,key faggot,1
3406,remember played plaquemine amp kept calling whole team gay amp lydia said turn hoe fwom,1
3407,bitch death grip night ball tmh osapcmw,1
3408,love pussy mafoo,1
3409,naw bitch want attention not respect real woman want respect,1
3410,ink bitch think player low bitch zero game,1
3411,yea know ill bitch stalking twitter night,1
3412,one pedophile prophet big battle battle trench medina isi trying imitate trick moul trench,1
3413,not understand intent,1
3414,hoe got issue,1
3415,thanna favorite thing white house visit president black zvjuzjlr poking whitey not wise,1
3416,mohammed slave owner and quran allows slavery isi return slavery avpyjtek,1
3417,telling get back truck might crime but along line conspiracy inciting riot,1
3418,basically agreed lofistl com awesome bad as not gonna lie brought,1
3419,bout ride horse come fuck bitch ooh tho,1
3420,see pretty girl like mass slay hoe bovprgb,1
3421,first calling hoe don make sharkish boo boo,1
3422,idea collect randomly find,1
3423,biggah,1
3424,muslim religious freedom involves denying others freedom islam must outlawed,1
3425,van leef and apple bitch stembucks need back fuck space line,1
3426,karma bitch,1
3427,pas chance hot faithful girl cause single life hoe mind plain dumb,1
3428,please everyone and shouldn nothing good come people say faggot insult,1
3429,got bad spanish bitch,1
3430,brush leave coin coon,1
3431,bitch like heart taken since love babe bitch isnt today,1
3432,good weed bad bitch got hoe dick like brad pity,1
3433,islam worse nazi party ever,1
3434,ember bitch,1
3435,cant even enjoy reg house hunter far show know house hunter international bitch as come next,1
3436,mafoo friday next like son fag,1
3437,alsarabsss he beaner tmh tell he mexican,1
3438,bitch love coming public naked don wad and,1
3439,pussy,1
3440,figured shocked hoe old tweet low,1
3441,yet understand many butch getting bull piercing called septic something like,1
3442,make bitch open leg,1
3443,god hate don george run away cry,1
3444,whatever happens won let racism become big trend refuse fucking dead body bitch mixed racist,1
3445,joke right like ugh wish jap and tweeting gook and shit and jerkin centai,1
3446,deny trypa hoe broke dizzy,1
3447,got many horse hoe say gorgeous tha air day door i,1
3448,hate seeing people money spend stupid shit don need v amp shark tank twat,1
3449,trust bitch,1
3450,need someone church negro absolutely right but work sunday but still excuse,1
3451,faggot scoon wanna ball,1
3452,people bitch as night amp stay far away,1
3453,got cooky bitch ate one,1
3454,bitch twitter follower but drive akin sgd,1
3455,bitch drive range rover,1
3456,pussy treated condom like car treat seatbelt and kept beeping put,1
3457,start building fucking big kill whole flock bird one,1
3458,ain gon talk bout partans cuz dey ain shit like wicca,1
3459,don know talking retarded faggot,1
3460,feel like main reason bitch still stank pu genuinely don know wash prove,1
3461,girl played pain porn got job patty,1
3462,become best friend hoe boat well probably but don love tho,1
3463,hoe got body cemetery,1
3464,well maybe whore stupid ugly homeless bitch,1
3465,call sexist but thing men better example refused taught drive woman beta,1
3466,prepared toro couple as,1
3467,different nigua pussy good not trypa fuck min stopping backing anything think last longer,1
3468,fuck bitch and think,1
3469,viva brazil biggah low,1
3470,wonder kat producer sorry arse keep getting,1
3471,don want bitch nigua already want sun new runner easy nigua accept challenge,1
3472,breaking news little bitch,1
